$insert_id,distinct_id,time,event,colorTheme,luckyNumber
9e1f1be70cb937abdb7b4a9b813f77f1a452efcf,d4eda415-61d5-5b1d-8d3b-66ba80bf132a,2024-06-09 01:02:52,log_in,red,42
fa1bffeeb63defcd4160900f383c34846a7f6f2a,d4eda415-61d5-5b1d-8d3b-66ba80bf132a,2024-04-30 09:36:10,link_click,orange,61
29210d1a24e0f31d681ea4dba64165865ead462c,d4eda415-61d5-5b1d-8d3b-66ba80bf132a,2024-05-21 03:19:05,link_click,green,7
fc7b030f18064590439369f36dd6dc5033b0a701,d4eda415-61d5-5b1d-8d3b-66ba80bf132a,2024-05-25 10:07:31,watch_video,green,42
0062515d30e23860a95978577a89493017edb07a,fafc3e47-5a48-5ae5-9669-f9fd46745960,2024-05-05 07:41:32,page_view,blue,97
bdf9eb9c5a0ed0fc28520ec889e5ba2b583308da,36508166-840f-5bbe-8cb3-6e7de0f48a36,2024-05-25 08:32:13,page_view,indigo,42
cbec5a7d0b54f0dba0d3d7594ce510e4280961b6,85aa326b-4ce3-59fd-acdc-b59bec4d5c2d,2024-06-04 01:46:56,watch_video,blue,17
521bb438d0ee388a62cb7803e172856872fd2af5,ad269b4c-3643-558c-84ec-253ba84566aa,2024-06-10 06:10:38,button_click,indigo,420
38cb69781b268753fa902ff98a90e6a141c8c37b,34f258d4-de97-5421-a373-18b754cd81b6,2024-05-29 10:31:23,log_in,blue,29
fce7563ea74f2e503d2ae1c1b16562cd5e98f778,fc611b3a-08d1-527a-8d25-8d64f9e553ca,2024-06-03 04:14:54,page_view,indigo,420
15a164edec7a920c224b77217739bfddd9621e58,fc611b3a-08d1-527a-8d25-8d64f9e553ca,2024-05-31 02:54:26,watch_video,orange,3
f80cd4952f8aecc5abae6ee9d3cbfe93e914cc7e,fc611b3a-08d1-527a-8d25-8d64f9e553ca,2024-04-30 04:31:37,link_click,green,420
fc6d75acc66041579e599d573475cf4276fa6dd1,8467f228-a48a-5ecd-a892-dacdcb31ce1d,2024-06-08 06:43:12,page_view,green,420
066dc4e317978f6062f07c7fda7dd25c8c42e417,99130b45-db95-5108-897b-bb7c4c5c9bc9,2024-05-30 07:21:11,page_view,green,23
29d69b59e0c4f3181d3445987f3c68d3e6d77221,7eb3d37d-99ee-5838-8d1a-8824c6a136ad,2024-06-02 02:02:52,page_view,indigo,420
4ccbb5d593ca962b28e6aae9476723bcae503d3a,09fe2a7b-3558-5f21-8599-102451aedbbc,2024-06-11 12:39:40,button_click,orange,42
f29f945132b5e89f83ffc60888e8cd966d208f1c,09fe2a7b-3558-5f21-8599-102451aedbbc,2024-06-11 12:30:22,link_click,green,13
f9daeed52f7447f272f869eaf03bee8c4d33f10a,09fe2a7b-3558-5f21-8599-102451aedbbc,2024-05-27 12:27:03,log_in,blue,97
d559fa27d6a7e6514358a9bfe66f9b8cc83f7d6d,09fe2a7b-3558-5f21-8599-102451aedbbc,2024-05-13 04:42:17,page_view,violet,41
6fa4a9c385918e157108b4cc621391397592983e,09fe2a7b-3558-5f21-8599-102451aedbbc,2024-04-30 11:48:21,watch_video,orange,42
7f6c6623da456cf85d53c1f473cded8544065349,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2024-06-01 03:20:39,watch_video,blue,23
59b8724843f20114d95c9a8fadfe1f3ffbadc31a,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2024-05-23 11:59:14,log_in,green,5
43490717caffe955427449f4a13469d7b63ca48e,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2024-06-09 06:21:10,watch_video,yellow,420
1b9914575358d8ba715fe90894e0eac067f46385,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2024-06-03 03:22:05,page_view,indigo,67
6227217065a6be15c461183b9f5b214eec76ea84,c3ff98e0-45f6-56b9-b136-1aff53631f49,2024-06-09 12:45:15,button_click,indigo,79
f45e946048022799b6144b07403f0e602a6184c5,917a55f6-57ce-5927-9e87-32b38e311cdc,2024-05-23 06:57:22,log_in,blue,42
d0e65203fca85923e826bc9490c98b971fc55d28,917a55f6-57ce-5927-9e87-32b38e311cdc,2024-06-10 11:08:15,page_view,indigo,67
10d1116e3aea8c878ea71407806984675b055d58,917a55f6-57ce-5927-9e87-32b38e311cdc,2024-05-22 12:28:30,page_view,orange,37
b1222ee6cfb17468b1d110b96a6d183ca83ba79d,917a55f6-57ce-5927-9e87-32b38e311cdc,2024-06-09 03:23:44,button_click,indigo,43
239f150d866d7030141de3230b5912c2bdbf87f9,c6f8368f-49f8-59fa-b008-7954a837d341,2024-05-27 05:45:35,watch_video,orange,37
90984584988b3771ddbed32d830e1b07fc0ba199,11abc8dd-a3f4-54e6-84cc-58e82da349d8,2024-06-06 06:08:37,page_view,green,79
4b43c9839bc221f20e6caf708499f87f15bbc11b,4c44b4e8-f4ab-5ad8-bd14-03e921923430,2024-06-10 04:16:45,button_click,orange,42
47f4dd77fe0e8d428aaeb30dfe1f3745a9ac1fa9,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2024-06-04 01:53:42,page_view,orange,71
5be7fd1281576fa8609618d49a8d029a7e69b957,a5e82ac9-6c7b-5d34-87f6-3d52e24faff8,2024-05-18 09:34:51,link_click,violet,97
c4d32a71c1fe2ae27affcea98ba74f8f5167e7eb,69284118-3181-5ef8-b568-e67a3bbda761,2024-05-10 07:22:26,page_view,orange,42
b133d267ee001a299c009fc92365ac9df2802bae,3326f072-2ca9-50f7-a6b5-79b3596084a8,2024-06-07 12:33:24,link_click,red,43
924a861abb6b72c1af99d1892ba5dfe88bc7ee63,3326f072-2ca9-50f7-a6b5-79b3596084a8,2024-05-29 06:14:13,log_in,red,43
349b794840b5d34187d6d52cec1334ccdd2be8ae,3326f072-2ca9-50f7-a6b5-79b3596084a8,2024-05-18 01:27:52,watch_video,indigo,83
dfedfb9337eb4d9b3af16d336b88a57277201837,3326f072-2ca9-50f7-a6b5-79b3596084a8,2024-06-05 06:07:43,watch_video,indigo,11
11e0ace85ab54ae14646d45e2e5013b0db3614aa,3326f072-2ca9-50f7-a6b5-79b3596084a8,2024-06-08 04:37:06,link_click,orange,71
5385da6ba1d2f550cbf5cd240fc8027d9bd9e64f,3326f072-2ca9-50f7-a6b5-79b3596084a8,2024-06-02 11:25:17,link_click,red,53
eceafc1aa5bed092e43af0a040afe70aa13bd91e,6f4119ab-6fcf-553e-bf76-c28640ad9758,2024-05-15 08:44:02,page_view,yellow,43
0faab3471f94b94cc2aa99778c3daa551b1429d2,e935aabf-5d8b-550e-884d-f1fedbb42b51,2024-05-27 06:34:00,watch_video,green,42
6fe52a37db421004f542b2097ab3184b1fd0c475,e935aabf-5d8b-550e-884d-f1fedbb42b51,2024-05-07 08:14:28,page_view,orange,42
b04cc6fe8e473d764831c9a35dfd7b1707dc0541,71576a34-6022-57d6-be8e-46e73ad4cfe1,2024-05-02 03:47:53,page_view,orange,7
ecdf2e783f6494db38ca5a4042145db93d971e44,1c5fc120-7c6c-5798-b652-7b4e08bff331,2024-06-11 12:24:27,page_view,red,53
0984b0bd4a99f79b75262817ef74a083357daae5,1c5fc120-7c6c-5798-b652-7b4e08bff331,2024-06-06 09:11:06,button_click,orange,42
fcaa4ad7c277d2fa0ec4330a0dc85b195640dc78,1c5fc120-7c6c-5798-b652-7b4e08bff331,2024-06-11 04:20:08,page_view,orange,42
da16964d8a931a669936c40f262bc4ebded7504d,c98e81ff-2e03-561a-af6f-3b13fd459096,2024-06-03 09:11:53,page_view,indigo,47
c94210e74975c3f1af0c2540c49cc9154a0b8c3f,ac7106ca-2691-5300-9812-e571612bd2bd,2024-05-27 01:12:10,watch_video,red,5
e5629b086c93b2bc4bb015fc61ddc4697a2565d1,1167a342-6cec-5c6e-a125-dfdde43a2259,2024-05-23 01:28:55,watch_video,blue,97
c831df16ce93e9dbc5329e9e12419cb81174d038,1167a342-6cec-5c6e-a125-dfdde43a2259,2024-06-10 03:44:35,watch_video,orange,3
7ad5a8c6ba90203eb29e1e371a57b5dfa4cdde7f,6a656eaa-617a-5dbd-99be-4490b4a80867,2024-05-29 07:57:24,watch_video,red,31
840ee50b00d45711d2e1286b1e3028a3eee2fa3c,6a656eaa-617a-5dbd-99be-4490b4a80867,2024-05-10 07:32:21,page_view,orange,71
5d9ff2f4dae4be5dae3f669b0eee7accd5f3d50e,29dac405-56f3-5704-ac63-a11409ebb8bd,2024-05-27 09:19:19,page_view,yellow,42
297f0125e8ec36a59df3866db680c3dcdf3a4bc1,14871081-31eb-5ddc-b231-9ba525d3c1c7,2024-06-02 04:01:04,watch_video,green,71
2cc807c4127b545077987bc9de5bd3e27d26d4b2,14871081-31eb-5ddc-b231-9ba525d3c1c7,2024-05-28 12:28:14,watch_video,blue,2
06299aac635db66d9146fc65c4a0205a657e664a,71d05605-3867-527b-bba1-d0190209582e,2024-05-15 03:54:09,page_view,violet,29
6499463a51706383b89b59bec392af596fa69e85,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2024-05-21 10:10:57,page_view,green,73
f1ce3d7fccbbe50dafc96b0931e5095c45e4a33c,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2024-06-08 07:14:04,page_view,green,73
4c9b3d9795d47c1d769d53c4d425d17bf784489c,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2024-05-12 03:01:51,log_in,blue,83
fcac4eb4c5268ed587301e54ee5edd5ca2c72dea,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2024-05-07 08:51:05,watch_video,indigo,42
93a44bbc9201f25689c3110146e29ffbea232c6e,a2e60cb1-8ab8-5312-92f0-6baef17fdae8,2024-05-09 06:10:50,button_click,yellow,3
82e205cd61106ecf0d0ab1386afdf29a24c58734,a2e60cb1-8ab8-5312-92f0-6baef17fdae8,2024-05-27 02:38:10,log_in,indigo,42
a37aa31ed12240a1d02a846f3c001d1e009a88c6,a2e60cb1-8ab8-5312-92f0-6baef17fdae8,2024-06-05 04:56:13,watch_video,red,42
3d33bf3d80f32442cc842e88b14fa9e6e1bd490d,05215288-da75-57ba-aeb8-6f715ff959b1,2024-06-02 08:36:32,log_in,blue,42
a31626ef75296c23f361ef550d9e91c5003d2996,6e0e65e1-6ac8-5715-a9d0-056d88a7defa,2024-05-08 01:11:41,link_click,red,43
9edaeeb6a151f8051487eb8f2392a44cf4ed2fcf,6e4d0823-419f-589b-ab7c-f60348824da3,2024-05-03 08:42:27,page_view,indigo,11
1d22f62a6ec76b73f614f146b065d5236a5a46c2,6e4d0823-419f-589b-ab7c-f60348824da3,2024-06-01 01:09:49,link_click,violet,5
a80b06966a5af566b2d3080a36914eef9585b4cc,b96d6141-0fe8-5ea0-a9fa-f682ab997381,2024-04-30 11:48:00,log_in,violet,59
e6283c01bc4067d1cde80288a31b258b6b75d9b8,ede77282-7705-53cc-a034-dc47af7459dd,2024-05-19 09:42:42,button_click,blue,23
72e45897fd40a0ce897bb576daf08785bf4625d7,ede77282-7705-53cc-a034-dc47af7459dd,2024-06-01 09:05:41,page_view,yellow,42
14136bcca3ddb827a1ab4f24bc6b2c545804711b,ede77282-7705-53cc-a034-dc47af7459dd,2024-06-08 07:39:17,link_click,orange,3
a94d411e05b898ecc24803334875751339b16656,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2024-05-29 05:05:34,page_view,yellow,13
3187b05f9be6d429dcfd4a9b409a7344022144b7,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2024-05-21 05:52:16,page_view,blue,61
849618f7913e301245b3d0c47cb426ce12f95cd4,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2024-05-05 09:39:01,page_view,yellow,23
3f76f40e67a239225406b51f28f90d7de20b6e61,d22e85e7-90e9-54f5-9d45-002bd5563d1d,2024-06-06 03:23:27,link_click,orange,79
877022b5d08b60d45993bc2096573a7fe6d0c12c,d22e85e7-90e9-54f5-9d45-002bd5563d1d,2024-06-10 10:23:06,log_in,red,7
0b1e6d358ecb85d774b791442d27de37059a4b9c,d22e85e7-90e9-54f5-9d45-002bd5563d1d,2024-05-24 02:42:20,button_click,blue,17
213670041b8ba85828abc2b1aa4049956a1d5572,5bbac83a-a2ea-53de-9ae4-f98e3d9dda8f,2024-06-11 01:27:20,link_click,red,41
b014df220611290cae7a98056b59ffd9e88cc816,5bbac83a-a2ea-53de-9ae4-f98e3d9dda8f,2024-06-01 03:50:38,page_view,blue,71
2dc9a779e53955f5c7bfb95e3dd61dcc60877552,5bbac83a-a2ea-53de-9ae4-f98e3d9dda8f,2024-06-09 04:49:13,button_click,red,89
af5804c3420a298fec26bd39fad1de407a95ba62,3377f1c8-756f-5063-800f-4597b15b8742,2024-05-28 04:42:14,page_view,indigo,13
731818963be9960aaa6225ebf216968e02c70ff7,2bda63bb-fbe9-58fb-ae8d-e8749b5a3699,2024-05-20 12:11:57,watch_video,orange,83
af63da0d4a1d8e1ca558b3c5fae0f629644d531a,dfbeba1d-e49c-57f2-9e5d-89dc516dc1a5,2024-05-26 02:47:10,page_view,orange,42
c6fc812f5f83dc634e5eb17b42979330bf3342fa,dfbeba1d-e49c-57f2-9e5d-89dc516dc1a5,2024-06-05 12:13:05,button_click,yellow,42
a22658705434ee4638b24ff8269c20630a28ef04,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2024-06-11 01:33:56,link_click,indigo,7
5bcbb82e826af5b7505f8b82bdf4b5aa20a0e005,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2024-06-05 01:55:17,button_click,green,42
fc6716412232af32727c7cb22bc07446ecc503ba,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2024-06-02 05:54:41,log_in,blue,42
62b0956525bf4fdca7a353bdf347b41c83ad17e8,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2024-06-09 08:26:34,button_click,violet,17
01a2dbed8ab29c135126b86203a7770d303f3c82,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2024-05-31 09:30:48,watch_video,violet,3
4462cfae6ed5d343daadc9afbc7382a31b1bf351,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2024-05-18 12:55:28,page_view,indigo,42
112c60d351693c349b58f9733d095e2039fde82f,203519d5-c313-57fc-aeb7-480b1b60906e,2024-05-14 01:22:58,page_view,yellow,7
fa1cf55f39a7ac5059138b3f01a323309b6d6599,8624aeb0-16fd-57b6-ab8c-8562c6c99f4d,2024-05-26 04:14:41,page_view,violet,42
56cb569a568416a9eabab7bbaac076225f0a3cab,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2024-06-08 12:06:52,link_click,blue,71
aecbb895f290086145626eda60928cf23b56f0f2,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2024-05-25 01:21:27,link_click,green,59
bc3fb124698b4249e3b0bdff48fd37f8b5ba2c93,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2024-06-07 07:54:55,link_click,orange,17
93c884039f1ec9fb1c6487b3ae6355768d795706,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2024-06-01 06:57:36,watch_video,orange,41
deee4bb72cbd762e89da772b292492779d2a4e27,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2024-06-05 08:34:46,link_click,blue,5
98097a9de51391a3a9cfa6b79d558219f944b7bf,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2024-06-09 12:41:46,log_in,blue,73
f2f154d3f4dcbb22089d93612d1d9f7c764884a6,508e806b-05cf-51b8-8be5-613a4ed2958b,2024-05-05 09:01:54,page_view,orange,47
6af2312f388fdc9273a35290e7f7ad0eab8163d7,508e806b-05cf-51b8-8be5-613a4ed2958b,2024-05-27 11:56:55,button_click,blue,59
e488124f2a3530f5c49c234fe2f53a9064e90caf,3e230c19-9811-52e2-b9e1-9743b998c4d4,2024-05-14 04:43:15,watch_video,blue,97
e84e060550b49b8f162514ace18855a6ff81b305,3e230c19-9811-52e2-b9e1-9743b998c4d4,2024-05-09 02:39:53,log_in,blue,71
fa3f9a7b753c34329dfa6c2c27b994df744e237f,cf7bf8ca-fc4f-5bdb-8d31-c0a20e1187aa,2024-06-05 05:38:47,button_click,violet,53
c1632f735e0ed3b24d5305307831825442283abf,b93c12a9-28b7-59fb-b27a-a0e450a1e7c4,2024-05-26 09:43:53,watch_video,yellow,11
ef4f36c528aac7721f3f1d786d8c3ce41856d760,2a8fd8cd-5946-5fae-b115-1386dd0899cb,2024-05-07 09:14:40,page_view,blue,11
0aff7515068b4b4a47f07ae26a20e7636def3826,cde650c7-8f2b-5e0a-90b0-df53625c1913,2024-05-20 12:23:15,watch_video,orange,97
f684dc6cd8e784af74be584379505c808220feb5,cde650c7-8f2b-5e0a-90b0-df53625c1913,2024-06-01 10:32:22,page_view,blue,23
