$insert_id,distinct_id,time,eventName
6e89cca076ca8c8783270c4dab17f45d2ebf5c5d,fc1075e3-6155-5ca0-a882-dd16e453f835,2024-06-02 07:24:58,pageView
ce91ae1388f166ea951313efb0577aa95112dd4e,fc1075e3-6155-5ca0-a882-dd16e453f835,2024-05-23 10:22:23,appInstall
71dc56500a8c8a56ca938220a9c1e7137198b810,fc1075e3-6155-5ca0-a882-dd16e453f835,2024-06-11 08:46:22,pageView
0ed7f86dd08549f6adc06b85cd86037d9f18174b,fc1075e3-6155-5ca0-a882-dd16e453f835,2024-05-09 09:27:21,appInstall
d520d05445a72c92c43b61679cd952de2f962c60,106d3c15-665c-538a-a16b-58ecde012d54,2024-05-21 11:41:07,appInstall
f72d5150d88643fc6a597fc53dd474b20eb644bb,21ae6327-65f0-59fc-b8bf-427c781d3b4a,2024-05-13 03:44:57,pageView
95d00e39952cf9192cd9d14e74dd1d32af93093d,8585df53-49cc-5514-833c-2d96a81f110b,2024-05-09 11:41:12,appInstall
0234f6a73c7fe7587eceda314856de9de70733d8,2a002ce1-4a5f-515b-861b-66ade56487a5,2024-05-28 02:51:28,appOpen
21174058162a080beabbd2ddefca62a4a38cfd9c,b86f7f3e-1287-5c82-af8e-a48976c50b1d,2024-06-08 12:58:49,appInstall
4d3a481875cec1925150aeba5b5ba574cb6bd816,b86f7f3e-1287-5c82-af8e-a48976c50b1d,2024-05-25 06:09:08,pageView
e7d6f46d4529c4a87ccb25c245ec5f6a39832bc1,b86f7f3e-1287-5c82-af8e-a48976c50b1d,2024-06-03 07:49:30,appOpen
e9d50ef41f445b51a33fc59dc3255fa6c64508e4,693bcead-95c4-5515-aba4-2643adef8ee8,2024-06-06 12:16:43,pageView
cb56d8f6b5b5e14634778213fa7d74cec1922015,693bcead-95c4-5515-aba4-2643adef8ee8,2024-06-11 12:42:36,pageView
4218ccd426c4186a97274b16a9f3903a4de2e36b,af90cd6c-0e3d-5c5b-a274-d81d0c5c0a03,2024-06-01 05:24:34,appOpen
71782d30e5cd9734217d29580cf6a80f9b70bfcb,f28f94d4-b552-51dc-bde9-8fc7e18a7a0e,2024-06-08 01:33:29,pageView
246fa018ac7df8ac459f2c652583a2ffa5b7a483,fe061b5a-5375-5cd1-91d4-50e36bee08a8,2024-05-29 08:47:28,appOpen
c7b68e401f30800fc4b645391eca51c7f3f8b3c4,fe061b5a-5375-5cd1-91d4-50e36bee08a8,2024-05-25 10:17:18,appOpen
d64e76288a7acc4dc517e8dfc03e3b4a7450c7b0,3c04aa36-b1c1-527b-af6f-2041fbe21706,2024-06-04 01:43:39,pageView
762aa280bfd55b94274014536fe2bd174ce4a21a,3c04aa36-b1c1-527b-af6f-2041fbe21706,2024-05-20 12:05:49,appOpen
04728d4070f1c35a8e35b56eaeb004466349a1ef,3c04aa36-b1c1-527b-af6f-2041fbe21706,2024-05-29 05:39:36,appInstall
8ad1d6f36f335193610fd557d39105cbbd307dcc,7b0f4e81-2f86-5f37-998c-babb2d21c0a9,2024-06-11 02:01:40,pageView
bf6c2e607a274b534b8603f1d1eeb99641d8a55e,7b0f4e81-2f86-5f37-998c-babb2d21c0a9,2024-06-04 08:44:04,appOpen
b0816d8f72f5e3363b0bded65b53ce9a7a4c1d8f,c9b39c6b-7c34-5171-aab6-6c946b67ca83,2024-06-11 12:22:28,appOpen
9463caec69cb284383f6420e000a60f7605f5ada,c9b39c6b-7c34-5171-aab6-6c946b67ca83,2024-05-15 03:58:08,pageView
cbe41fe375831e88b2635a6d3400d99da4d8f87e,c9b39c6b-7c34-5171-aab6-6c946b67ca83,2024-05-15 08:04:44,appInstall
2fe7d55512d815bcd0c1f215a0ccfea85e94f1fd,ae26e0ac-88d1-529b-8fe7-15e983bc302a,2024-06-11 02:20:15,pageView
d865fb3447a3a98009f4a27471242c51f9dfca97,ae26e0ac-88d1-529b-8fe7-15e983bc302a,2024-06-08 10:06:30,pageView
ba1713d3f2c8b67ce3c01233194f88b1aef1ad50,ae26e0ac-88d1-529b-8fe7-15e983bc302a,2024-05-17 12:31:33,appOpen
1da527bd4e6eb55f7882a89ab59b66909656b16a,2d4c88f4-9070-51c4-b920-fccce16d10d4,2024-05-18 10:37:29,appOpen
1ce6364188ead9c4d77babadae63439ba78a7b7d,f8a04183-861b-58ee-9bcd-f28697c62ed8,2024-05-31 03:20:06,pageView
bebb42e7b7fd7fe322af45212e4ece8df406f867,447ace54-d276-5dae-ace2-5d822616f43e,2024-06-04 02:41:55,pageView
ca2dd5797bf45125fa9abc90c20d835bca989ddd,447ace54-d276-5dae-ace2-5d822616f43e,2024-06-01 10:58:43,pageView
0115cce47027869941c203f960acefc3f517c7db,ec3b7db7-823a-5dbf-a28f-ed40edc887e3,2024-05-31 11:28:09,appOpen
75f65d02025e1196c4310b3127b9dca557673c73,f88eca43-50ff-5f59-9e6a-34f37cb255cc,2024-06-03 08:34:15,appInstall
13a1719cbbea06f5d6409902d50d518068feb250,d5f7ab71-1654-5782-9051-68948d21390c,2024-06-11 12:51:40,pageView
699fa02025d14ad2aac0d64741033dbb1d1501fd,aa0c965a-cd33-5ffb-9573-7c5421056b33,2024-05-26 02:07:49,appInstall
0582805df3bbac99b1ccd89ff85b7f2086bf0d4c,aa0c965a-cd33-5ffb-9573-7c5421056b33,2024-06-10 11:08:01,appOpen
79ab7c65351fa9001a091700c19606c27dd98199,8579951e-ebb1-5372-a6e8-a06d9baf0f7a,2024-05-18 02:29:59,appOpen
0a647d0beafa87e627a6bf4809f6fda4dbb7c9ea,8579951e-ebb1-5372-a6e8-a06d9baf0f7a,2024-05-30 03:25:45,pageView
ba5411737c9adf92b11265213837feeac8cb42bf,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-01 08:26:33,pageView
1caf46e23aab5d56673306ed0fa79c7c2f1cf3fc,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-01 09:21:36,appOpen
e11b2509af41245400ae591f1b0e7dd85cc52b12,a19bf134-08bb-58d6-afd8-5694644f513f,2024-06-04 04:11:17,pageView
51dd9110fd4f4a5d4599733b83433ea0cd3e7d53,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-30 02:23:39,appOpen
4f6b404621828958f9dee72350484a9b8e99324f,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-31 11:30:51,pageView
b9ef3629e8863182d4b401e2bdc6fb831bfc38bb,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-30 04:24:42,appOpen
8efb08b16592d0e7a293b63d1e8156f710cb641f,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-21 05:37:03,appInstall
2bf1234a92d937c1a12b0e69db913306d07ff25e,a19bf134-08bb-58d6-afd8-5694644f513f,2024-06-09 01:15:46,appInstall
063f79c07518c9cb28686b2e5bd67194aebcfe5f,a19bf134-08bb-58d6-afd8-5694644f513f,2024-06-04 10:02:40,pageView
44b56687e4e26ea9686827121a3105743ddb5952,a19bf134-08bb-58d6-afd8-5694644f513f,2024-06-10 11:37:59,pageView
db41a72198593cfa153f2108ef9bd7ed683195a4,a19bf134-08bb-58d6-afd8-5694644f513f,2024-05-06 12:15:01,pageView
ea9db918fee4d3239dd27d4aa7a5188670eaad1d,a19bf134-08bb-58d6-afd8-5694644f513f,2024-06-10 10:37:01,pageView
d9d06f3ae2985dfe30235a0a480e8ba43562bd8e,a19bf134-08bb-58d6-afd8-5694644f513f,2024-04-30 11:03:36,appOpen
ba803b602e9fdcbc352b718102e7740993a8bed5,a98a42db-e502-52f8-b25c-5ad6162becd9,2024-05-14 10:53:15,pageView
86d510cd120b8e315d15068c1c5d0e7d8c0941fa,a98a42db-e502-52f8-b25c-5ad6162becd9,2024-05-27 04:23:40,appInstall
d81a67079fd72acce3c5637bd2c6aa3b174be2ec,d0ae9244-eb48-5a64-98e0-6b228ecea81a,2024-05-29 01:36:36,appInstall
6b7ac16dd60ba65b4c45a26b2827e79e05cc8e5e,d0ae9244-eb48-5a64-98e0-6b228ecea81a,2024-06-05 09:58:37,pageView
da2c7c0bd71c449a35fb7b80a7f3f63f737cd9a9,d0ae9244-eb48-5a64-98e0-6b228ecea81a,2024-06-04 07:25:31,appOpen
8731227e61519a5dfcc08dc15d0f62c21bc2bae4,5a255f44-e799-5a44-acf4-01224d5b17c7,2024-05-12 04:28:41,pageView
9bd82c1548cad3cd4056c7baec96e9f5221c36a4,5a255f44-e799-5a44-acf4-01224d5b17c7,2024-05-24 10:49:59,appInstall
f527f2a67b35416afc10b105078fb2b1ab168b20,5a255f44-e799-5a44-acf4-01224d5b17c7,2024-05-24 07:56:04,pageView
180f07c4e43761a28c948538430ad03ff1e47ac5,3beb7097-b7d2-561d-9bb4-0d261dca4c2c,2024-06-04 08:58:08,appOpen
93e54810d13f121ecbffc912af8a89473f7c5c8f,3beb7097-b7d2-561d-9bb4-0d261dca4c2c,2024-05-26 02:32:48,appOpen
84f12fccae7102ddc2d7649cf15d91b6ffbd9b90,3beb7097-b7d2-561d-9bb4-0d261dca4c2c,2024-06-05 02:51:44,appInstall
748b33cde98a48d9df9895f7bef47dd465008a2b,3beb7097-b7d2-561d-9bb4-0d261dca4c2c,2024-06-04 04:39:42,pageView
07347c3ec0c4b6185eb13b48fe5b52866d81be86,3beb7097-b7d2-561d-9bb4-0d261dca4c2c,2024-06-07 04:07:30,appInstall
a9131617bc787481b101d4d29e2cf651342ed4f1,e5b2006c-03d2-5784-bee6-47e7b5be673d,2024-05-15 02:35:36,pageView
c2858ee0ec6118a7922aa7ec67997429f7356de9,e5b2006c-03d2-5784-bee6-47e7b5be673d,2024-05-08 03:45:57,pageView
d23bcda0a789d7d514d13ba8648105a75ba5909e,e5b2006c-03d2-5784-bee6-47e7b5be673d,2024-06-04 12:00:27,appInstall
6ac5a4525faa23faebaabc42b8f30d978ccb7dd1,e5b2006c-03d2-5784-bee6-47e7b5be673d,2024-05-28 01:55:10,appOpen
37f8aa150cd070f1b018c3862eca5bf8392230a2,f0d226d6-2117-56d1-9b6e-7736586cc540,2024-06-10 07:48:50,pageView
23736fd7afdc1bf87b077d6cc2591cdbaac759a7,162121bd-6c9a-5aff-bc44-ecae5049a75f,2024-05-06 06:54:10,appOpen
095610991cb5c64e8c511765ab749eccae9b4c9e,162121bd-6c9a-5aff-bc44-ecae5049a75f,2024-05-16 11:06:50,pageView
b80b175ff932ef4874e6d2a089463bbdf9b052dc,162121bd-6c9a-5aff-bc44-ecae5049a75f,2024-06-06 10:39:43,appInstall
dc3456e1775428194834e2666c30bdb42f1455db,162121bd-6c9a-5aff-bc44-ecae5049a75f,2024-05-17 04:43:15,appInstall
977b242052bb4559b2194959ad2650518796404b,b23b46af-0d99-53c3-958f-ef4522f706fe,2024-05-18 03:13:59,pageView
f7d3b4df730ba98ad708939b4d067fc420d67217,b23b46af-0d99-53c3-958f-ef4522f706fe,2024-05-31 09:34:46,pageView
60beec5fbd85f0d2bdf0b3fadc4c9fb13b54eca0,b23b46af-0d99-53c3-958f-ef4522f706fe,2024-06-01 02:23:30,appOpen
7c16082e8ff8493feea88d538eafabdac097fe69,47e35278-2a18-5ae8-aeba-a64ae72912bb,2024-06-02 08:43:51,appOpen
c1fb8c9219ae8748ab344dbaa57dfd3f574d8949,8d8d98ac-5821-561a-8e3a-629ad429ba0c,2024-06-10 11:37:50,appInstall
057e03e14ae76646db4fa42f1fe21839b880b9b1,8d8d98ac-5821-561a-8e3a-629ad429ba0c,2024-06-08 11:21:21,appInstall
1e805cdea53f715e1946963340b229233857bb3b,8d8d98ac-5821-561a-8e3a-629ad429ba0c,2024-05-17 07:56:24,pageView
77859e9baa1bb05d28006a1f0212b0d049f1fa55,b80678fa-50ee-5a90-8650-40cfe7d6b638,2024-05-31 12:24:59,pageView
79e509f0c1387072c60b6bb963c25a43c34e0c31,b80678fa-50ee-5a90-8650-40cfe7d6b638,2024-06-05 10:42:00,appInstall
71f78a5930008a754530653d8f0f0529c7a08f71,b80678fa-50ee-5a90-8650-40cfe7d6b638,2024-06-04 06:57:18,appInstall
07b33bc9f35bfc695589e79aa04efc9b751c76a2,b80678fa-50ee-5a90-8650-40cfe7d6b638,2024-05-31 02:52:51,appInstall
4bcbee60530c1534ce213997e71add7fb55ae0d9,13c1deed-5b8d-51c1-8c98-f337f088b09a,2024-06-11 01:32:24,appInstall
2cc606d3745bbc965e9b0e95ebeb3e4255e74374,13c1deed-5b8d-51c1-8c98-f337f088b09a,2024-05-30 12:08:24,pageView
ec08a2fedc496e373d3cae46dc24e0dd911462f4,fe53b888-6e20-56f6-b8a0-90a94fa6bc40,2024-06-09 07:48:53,pageView
e49b67055112bd57288ccc222d300b411e5facb6,ca7446a6-c68f-5023-9916-c4c320da6fb5,2024-06-06 10:18:14,pageView
dfa22f252fcfc8d6f21ffe1ef5dbee8cb3183a1a,3ec96f3e-2da8-5719-9d2b-0ff72c12adce,2024-05-20 04:04:51,appOpen
9ee1067e1a87baaf9b194b78087551bd771cf1f7,3ec96f3e-2da8-5719-9d2b-0ff72c12adce,2024-06-10 10:01:58,pageView
2791a37eee01944b6524c151883c270662796eba,8838e079-6dbb-547f-9451-3675683e11a5,2024-05-10 03:15:01,pageView
1eed318c660b6b0f7ec550843a158ca91454a7ae,87e44a06-00fe-5682-b74f-055047c2624d,2024-06-03 02:04:03,appInstall
4c7f10038e5828a0c8a7f260f19a46ccbbbec33d,fa0cb6c6-ad5b-5c9e-8921-993577cbfcef,2024-05-18 06:50:53,pageView
f31998f10fafb099843043e29f906765be51f421,33b25aa6-239f-53ca-a25f-817a045c4104,2024-06-07 03:27:14,pageView
dd515384948f46ba15df4d361bff97ed2cbe3b7a,af70e9a9-6997-5f56-94f6-21febc43556b,2024-06-07 01:58:50,pageView
c1cde15bc24bccf777208d1afa6808023ca960cb,af70e9a9-6997-5f56-94f6-21febc43556b,2024-05-07 12:53:41,appInstall
9c38e595d6ac09b63897d168875a451c968618bc,935bc1d5-edb7-5db9-a343-ea4a7b08ff89,2024-06-07 02:23:36,appInstall
7294a0343097c5cea821a6bee4950dfc91ce6856,be1460c3-e62e-58b2-bc5e-394a22dc0d5e,2024-05-22 07:45:13,appOpen
3047a6573db3639361bb2cce82410f8be91d5026,be1460c3-e62e-58b2-bc5e-394a22dc0d5e,2024-06-07 12:05:37,pageView
5ebeac5a9d3453a84a15ec61bcc98c4a8384003b,88e31b8d-2c0a-5596-a537-0308e78921e9,2024-05-11 07:11:25,appInstall
9372b986b243c9167d84e6703c95c0a3de7efde5,32cd30c5-4be7-5eb9-955a-a40f32fe3b8f,2024-06-02 01:31:57,appInstall
ed14e53258f466ce5c53fa1298220ba1b0c38920,37c45330-d31b-508e-9146-aaa065026007,2024-05-21 02:55:27,pageView
ad313559b5428c246ae64b79fd7306c7b2e72fb9,37c45330-d31b-508e-9146-aaa065026007,2024-06-05 07:48:30,appOpen
a70c86d1a75217508e3b390a127be7e6cb512ea0,1998f3e6-9679-5280-ad0e-b00148dcc548,2024-06-04 08:41:09,pageView
acf951e609f93f24ed44bfbd18ae41d4e7b0d670,f4a6aa7d-8d87-5e49-b45f-e3c8b41876c8,2024-05-24 12:23:41,pageView
3539a27621fa7243e15dd0a604addd600a4b9ac1,24de2a94-890e-5060-99bb-cc8cc3d27dd1,2024-05-28 07:50:08,pageView
5831ac1a09c6747e189041f2c32b0daf433e22c0,24de2a94-890e-5060-99bb-cc8cc3d27dd1,2024-06-01 09:20:22,appOpen
5baf0c3f8dfa2559803aeea0b6576e0573dc7baa,24de2a94-890e-5060-99bb-cc8cc3d27dd1,2024-06-05 09:49:19,pageView
3045f0c4ecad1d30b7a4c47f2722ae7271243f6c,d18c4431-cfd3-54cd-9822-62e53c026776,2024-06-01 06:48:18,appInstall
d2bb39b236a236d11f91b105fe4d0c3cf9dabb97,42f30418-f1be-5dc4-8394-55c4d48443d0,2024-05-23 11:26:08,appOpen
c4840f2c9016ff63bc27fa4f2fe9c132f42a509b,eb0268df-092a-5000-aa4c-861b277493bf,2024-06-02 04:39:56,appOpen
7f943f91587558a0826a81108738ca353e29e6a2,552af0c4-15cf-5c92-988f-189d05d2fc6f,2024-05-22 01:21:05,pageView
e8c8befa41eda1fe26d834f5fb51a5b8f37c8deb,552af0c4-15cf-5c92-988f-189d05d2fc6f,2024-06-07 02:26:43,pageView
70dba47d50136adc5727149d2227dbb565fa553b,552af0c4-15cf-5c92-988f-189d05d2fc6f,2024-06-04 01:32:18,appInstall
5edb871c315cc8928144b9aa9343c2bffe3291ab,57a468e3-a38f-5c2e-afbc-019bde1697f9,2024-06-07 12:05:37,appInstall
c37594a0e2188cb1b19c787d644afd768f80f071,57a468e3-a38f-5c2e-afbc-019bde1697f9,2024-06-01 01:16:49,appOpen
14e619eeaf325cc20ede620c602c801a30055fa8,46b3c02d-6e9d-502c-8ea8-b388434a2baf,2024-05-19 09:24:38,appInstall
bf1950e56339fd67bc97df26d7066fc5bd596569,563e4a78-36dc-5efa-a79d-18c2a014de28,2024-05-31 08:15:41,appOpen
848acbba377fc5c2cc973a3e4ae32d5c193f75d7,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-06-02 05:36:27,pageView
b4c050d7c4bdf821055a9462dd8dfe3aeb84b8a0,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-05-25 01:44:05,appOpen
2d096c9e0ee71f1bde5c53b4f43247e60e153a7a,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-05-16 07:32:44,appOpen
44264f67a20dfa79e70c28d3f5bd48550016c285,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-05-12 12:37:35,appOpen
942ceeb9a2cae2c294cffbaedb73649a9146a99f,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-05-08 07:49:13,pageView
b9fe7d4b56aa5a540249aa1f8ccbb54b01fc282e,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-06-09 04:52:43,appOpen
cafce2b9e522c5c7b8ee83e107b87e6d99395d2e,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-06-09 04:41:53,appInstall
3725fc4507e9437aa2d0af4768465fb6d2173ab2,381be078-7cdd-5dee-92a4-5cf2e687d696,2024-06-11 12:41:41,pageView
53f22218164879f927e3351169ae2167c518bf32,de66c04d-a1fa-5767-926b-2e5dfd08a61a,2024-06-11 01:25:52,appOpen
2e33c74851c5a464320c481a1bc5659c5b2b4d4f,63afed15-c6e7-5085-880a-05a5c07c03f1,2024-06-04 11:05:46,pageView
07efcf65ac1eb4cf8bf96b80bee3e5d55346c16d,ab01e0c2-c5b2-5ba2-a4ee-eafc82eb4783,2024-06-10 07:58:54,appInstall
71cd808ece790dee4971c978c8fd26c5483b114c,ab01e0c2-c5b2-5ba2-a4ee-eafc82eb4783,2024-05-26 09:51:49,appOpen
46b1654cf890878d7f738127eaae9ae38c066f7f,ab01e0c2-c5b2-5ba2-a4ee-eafc82eb4783,2024-05-30 07:43:55,appInstall
6b9bae333cb6b3432165820af73878a3486a6fa2,ab01e0c2-c5b2-5ba2-a4ee-eafc82eb4783,2024-05-25 06:38:18,appInstall
bb3ac41c78271a9f1062e50651c3abe06f2dd53e,ab01e0c2-c5b2-5ba2-a4ee-eafc82eb4783,2024-05-30 11:15:48,appOpen
f5411deb3367c2b7c0f856b6455a1c4f31ee271f,ef41c733-07e0-5dca-ad91-cf2549262ad1,2024-05-01 09:26:30,pageView
e5db0ea19d827a19919fff7d203688c93dc70f88,ef41c733-07e0-5dca-ad91-cf2549262ad1,2024-05-30 07:05:36,appOpen
899613dedb093b2fb843439e21e285c714506c42,48756b0b-20bc-575f-9f00-9048efe09c4a,2024-05-14 02:20:12,pageView
3d9aadd309a1f3fc210928e38fc0c1dda6d5646b,48756b0b-20bc-575f-9f00-9048efe09c4a,2024-05-24 11:59:35,pageView
60d73d0ed4c5c61808660ff81ec70a2a1c57e29a,93a6765e-2845-5c67-9082-13807587b86f,2024-06-06 09:21:27,pageView
a4747980ef92862c84b3bb7d92702afbeba1bea7,93a6765e-2845-5c67-9082-13807587b86f,2024-06-01 08:38:36,pageView
5e242c0f4d59dd2b6a10a50dea8b67037290656c,1e28f063-fadf-5e22-83db-2a75053e3c1c,2024-05-07 05:04:50,appInstall
4d93483ba66e3f4759066e1c3e4fca9030632b6c,7d7d2e17-506d-5895-bb89-a2d390f2118b,2024-05-23 12:36:45,appOpen
e3819414afa01e4d3fdfc093342d48bb6dfac975,84ee4704-46ba-56d5-80e9-3be76958cf39,2024-05-27 08:42:49,appOpen
16bc5bfbc9dfec9562403157d065c1e4a484b776,de72e560-8252-528a-9107-7a743cec4794,2024-05-26 04:25:00,pageView
0974f2cfb01d79540a06a6cf5b8710e9f83ba47e,de72e560-8252-528a-9107-7a743cec4794,2024-05-26 04:39:00,pageView
5ff60a4e6495e19165aa0e0ac09f33f81eb8fd9b,de72e560-8252-528a-9107-7a743cec4794,2024-05-07 11:10:28,pageView
1181acdfb73cb75f7504d1ccbf8eb2fefccaa1a2,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-18 12:00:51,appInstall
ad5293b67ef8ef494941ffd4762ed256ebdb2b87,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-21 03:22:49,pageView
60d50f4376a56142be8eae4ff2fa466116897f84,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-30 01:09:37,pageView
8ad06068b83be41bf4ea611fd6396aa69ec122f1,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-02 02:31:47,pageView
5773a94f34026697ee773486a547feb32647f30d,68dde5ed-2d8a-5767-845c-63443630bab2,2024-06-09 11:20:16,appInstall
2c592f72401432f8126dab58fee5d4c66cf1ebf8,68dde5ed-2d8a-5767-845c-63443630bab2,2024-06-04 04:02:29,appInstall
1180b46f0a1f837056bcf3b00f33ec66ad4c966d,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-26 08:07:38,appOpen
87a60d82ebc7b559a7df98292d5e81e69f3a988c,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-31 01:02:05,appInstall
727d0999cbb10fc31cdcbb6b46a1c7cd2592d6db,68dde5ed-2d8a-5767-845c-63443630bab2,2024-05-27 01:57:20,pageView
65885514314e74f26106e68de9f63bec35388adf,405c6cf4-973c-5118-8ba2-f98585beb34e,2024-06-02 05:58:33,pageView
c479840bd6296365486ea33dcaed9b4258ee08e2,405c6cf4-973c-5118-8ba2-f98585beb34e,2024-06-09 02:47:15,appOpen
88289aa706fee211135ca3b5bce94fbb09a7d986,9ba6622f-35c1-544c-b633-4d5d581d4efb,2024-05-17 08:48:26,appInstall
3aef58303e7cf9ca2e0a543f22bc1d17cdd08842,d297e473-2f32-5ebe-a48c-ea22f3bf4cfc,2024-06-08 03:27:56,appInstall
f1fde02ef208d8d5c403bda417a0561e0160a190,d297e473-2f32-5ebe-a48c-ea22f3bf4cfc,2024-05-08 09:54:08,appInstall
b68b7a0ba922428b6842279f59c80b94395ee6c9,d297e473-2f32-5ebe-a48c-ea22f3bf4cfc,2024-05-29 11:37:23,appOpen
98af1bf51bebd5196165beaaecc39c0fd7aab1b3,4b45752f-1152-5aa5-92e3-4df97d953f95,2024-05-29 12:47:25,pageView
0c98f895862e9ad003b1f469acc78ba525ea4183,4b45752f-1152-5aa5-92e3-4df97d953f95,2024-06-03 07:25:52,appInstall
3b2a1553895306bab89c456f62868922bd007eb1,4b45752f-1152-5aa5-92e3-4df97d953f95,2024-05-03 08:57:13,appInstall
369d13aeabba028ac5e6bdf936931ad826cb7fc2,54663620-cdd1-57a6-98d3-cb8e031309df,2024-06-10 11:37:45,appOpen
386b2384c2b765df0ebdcb5aab384acbad2cdf28,54663620-cdd1-57a6-98d3-cb8e031309df,2024-06-03 03:28:48,appInstall
9c399dec424a872a971aced278988a337b6e74e1,54663620-cdd1-57a6-98d3-cb8e031309df,2024-05-25 02:59:01,appOpen
64f567fee8818847d6ed886b3ed8d01dcab0b8d0,54663620-cdd1-57a6-98d3-cb8e031309df,2024-05-04 07:14:22,appInstall
bef9fc467cf7a9fd9ae1b0664749e66ea8f6af3b,54663620-cdd1-57a6-98d3-cb8e031309df,2024-05-17 04:49:44,appInstall
008736fe78d918d01b80613e93236d6ec4e3252f,54663620-cdd1-57a6-98d3-cb8e031309df,2024-06-02 09:27:47,appInstall
d6c098368df3d5b4bc0bcafd6d7114ea1dc4bd92,7e15a2b0-4546-5eab-81a0-0c3088612e40,2024-05-18 11:21:15,appInstall
a7b8d9b3dc08a486bf4706fb6beb4cac060b2bf5,7e15a2b0-4546-5eab-81a0-0c3088612e40,2024-05-28 10:37:20,appInstall
41e73a5b5641db1900abd25d124c7b99683f88b9,7e15a2b0-4546-5eab-81a0-0c3088612e40,2024-05-28 03:22:19,pageView
f7edea9b4bd5353e9e37b30839169135ccf99408,fbe350a0-de1e-5891-b20a-836c6ade4fe4,2024-06-03 05:51:50,appOpen
7c9dd09f4b48ae7c8b5c48d45ebecf5990ffd143,83d509ee-2307-5da2-9f1f-b89a748088b0,2024-06-03 11:49:08,appInstall
7f362d328778855c5c65de0e93091a47c3d033cc,83d509ee-2307-5da2-9f1f-b89a748088b0,2024-05-09 03:28:11,appOpen
4f063cf8c825dcb851c79989839f3ef2dfe58c12,83d509ee-2307-5da2-9f1f-b89a748088b0,2024-06-02 04:20:00,appOpen
